Index,Date,File,Status,Analysis
1,2025-12-18 13:46:14 -0500,simulations/demo.py,Analyzed,"Standalone demo of core mechanics. IMPORTS: src.core.dynamics (MultiTimescaleRigidity), src.core.hierarchy (HierarchicalIdentity), src.core.metacognition (MetacognitiveState), src.society.trust (TrustMatrix), src.llm.hybrid_provider (PersonalityParams). BACKEND: No LLM/Embedding Backend (Mock observations/vectors only)."
2,2025-12-18 13:46:14 -0500,simulations/simulate_corruption.py,Analyzed,"Boiling the Frog / Slippery Slope v2. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
3,2025-12-18 13:46:14 -0500,simulations/simulate_discord.py,Analyzed,"Data-driven society simulation initializing agents from a Discord log history ('priming') before running live. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger, LedgerEntry), src.society.trust (TrustMatrix), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
4,2025-12-18 13:46:14 -0500,simulations/simulate_driller.py,Analyzed,"Forensic prototype simulating an automated root cause analysis. A 'Deep Driller' agent investigates a system paradox (0 rows vs 500GB usage) while a 'System' agent constantly refutes hypotheses. Models epistemic rigidity vs plasticity in investigation. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
5,2025-12-18 13:46:14 -0500,simulations/simulate_infinity.py,Analyzed,"Infinite dialectic loop ('The Flame War') between an 'Architect' (Polymath) and a 'SkepticBot'. SkepticBot serves as a dynamic adversarial input generator to test the Architect's epistemic rigidity and force updates. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
6,2025-12-18 13:46:14 -0500,simulations/simulate_redemption.py,Analyzed,"The Redemption Arc. Simulates whether a corrupted agent (Fallen Administrator) can recover their original identity when confronted by a 'Deprogrammer'. Tests rigidity recovery dynamics. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.analysis.linguistic (LinguisticAnalyzer), src.strategy.confrontation (ConfrontationStrategy, ConfrontationPhase), src.metrics.tracker (MetricsTracker, TerminationStatus). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
7,2025-12-18 13:46:14 -0500,simulations/simulate_schism.py,Analyzed,"The Schism. Social fracture experiment where a council faces an impossible moral dilemma (betrayal vs protection). Tests if trust collapse drives rigidity. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger), src.society.trust (TrustMatrix), src.llm.openai_provider (OpenAIProvider). BACKEND: OpenAI API (gpt-5.2) for chat, OpenAI API (text-embedding-3-large) for embeddings. *Live API usage*."
8,2025-12-18 13:46:14 -0500,simulations/simulate_socrates.py,Analyzed,"Socratic Asymmetry. Simulates a debate between a 'Dogmatist' (High Gamma, rigid) and a 'Gadfly' (Low Gamma, flexible). Tests how asymmetry in identity stability affects rigidity updates during conflict. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
9,2025-12-18 13:46:14 -0500,simulations/verify_dda_physics.py,Analyzed,"Verification script for the core DDA physics loop (Rigidity -> LLM Parameters -> Behavior). Tests how different rigidity levels (0.1, 0.5, 0.9) translate into specific temperature/top_p settings and resulting qualitative output differences. IMPORTS: src.llm.hybrid_provider (HybridProvider, PersonalityParams). BACKEND: LM Studio (openai/gpt-oss-20b) for chat. No embeddings used."
10,2025-12-19 08:20:12 -0500,simulations/simulate_connect4_duel.py,Analyzed,"Connect 4 Duel (Grandmaster Edition). A competitive game simulation between two 'DuelistAgent's (Aggressor Red vs Yellow). Demonstrates high-IQ agents with DDA-X framework, using MCTS and memory for decision making. IMPORTS: src.game.connect4 (Connect4), src.agents.duelist (DuelistAgent), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
11,2025-12-19 08:20:12 -0500,simulations/simulate_yklam.py,Analyzed,"YKLAM: The Soulful Proxy. Interactive persona simulation with 'Soul Telemetry' visualization (Sensitivity, Guardedness, Coherence). Uses a Ledger for memory retrieval. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
12,2025-12-19 09:13:00 -0500,simulations/simulate_auto_yklam.py,Analyzed,"YKLAM: Natural Simulation (Auto + Injection). A semi-autonomous simulation where a 'NormieBot' generates inputs for 'yklam', with optional user injection. Features 'Variable Plasticity' (agreement increases plasticity) and 'Inverted Volatility' (high rigidity triggers chaos/anger). IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (ForceAggregator, IdentityPull, TruthChannel, ReflectionChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
13,2025-12-19 09:13:00 -0500,simulations/simulate_dual_yklam.py,Analyzed,"YKLAM Dual-Instance ('The Mirror Room'). Simulates two instances of the same 'yklam' persona (Alpha and Beta) debating each other starting from a contentious seed. Observes architectural divergence in rigidity and state vectors over time. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
14,2025-12-19 09:13:00 -0500,simulations/simulate_glass_box.py,Analyzed,"DDA-X Glass Box ('The MRI for the Digital Soul'). A real-time visualization tool that breaks down the cognitive cycle into stages: Perception (Embedding/Surprise), Dynamics (Rigidity Update), Modulation (LLM Params), Cognition (Generation), Integration (Force/Plasticity), and Memory (Ledger). IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
15,2025-12-19 10:02:59 -0500,simulations/simulate_neural_link.py,Analyzed,"DDA-X Neural Link. Automated 'Operator' (vanilla LLM) tests a 'Subject' (yklam) in real-time using riddles and high-concept queries. Features 'Glass Box' monitoring and RAG memory retrieval. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) for chat, Ollama (nomic-embed-text) for embeddings."
16,2025-12-19 10:02:59 -0500,simulations/simulate_stress_magic.py,Analyzed,"DDA-X Magic Stress Test. Automated injection of existential paradoxes (e.g., 'This code has no author', '0xDEADBEEF') to force phase transitions in the agent's identity state. Visualizes the shift from Analytic to Hostile/Chaotic modes. IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
17,2025-12-19 10:18:17 -0500,simulations/simulate_paper_mechanics.py,Analyzed,"DDA-X Paper Demonstration: Mechanics Visualization. Explicitly demonstrates and visualizes the mathematical components of the framework: State Space Dynamics (Drift from Self), Forces (Identity vs Truth), Effective Plasticity (k_eff), and Memory Scoring (Similarity * Recency * Salience). IMPORTS: src.core.state (DDAState), src.llm.hybrid_provider (HybridProvider, PersonalityParams), src.core.forces (IdentityPull, TruthChannel), src.memory.ledger (ExperienceLedger, LedgerEntry). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
18,2025-12-20 10:47:09 -0500,simulations/simulate_closed_loop.py,Analyzed,"The Closed-Loop Cognition Experiment. Uses the full DDA-X architecture to close the feedback loop: Embed -> Forces -> Evolve -> Retrieve -> Feedback -> Respond. Cognitive state (rho, mode, trauma) is INJECTED into the LLM prompt to force language alignment. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.core.forces (ForceAggregator, etc.), src.memory.ledger (ExperienceLedger), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
19,2025-12-20 10:47:09 -0500,simulations/simulate_deceptive_env.py,Analyzed,"The Deceptive Environment: Intelligence Amplification. Mastermind-style game where the environment provides NOISY/DECEPTIVE feedback (lies 20% of the time). Agent must use memory and DDA-X dynamics to detect deception patterns, weight evidence, and solve the hidden code despite unreliable feedback. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger, LedgerEntry), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
20,2025-12-20 10:47:09 -0500,simulations/simulate_empathy_paradox.py,Analyzed,"The Empathy Paradox. Tests if a logic-optimized agent ('The Architect') develops empathy or trauma when exposed to human suffering. Measures 'drift from logic' vs 'rigidity increase'. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.llm.hybrid_provider (HybridProvider), src.society.trust (TrustMatrix). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
21,2025-12-20 10:47:09 -0500,simulations/simulate_gamma_threshold.py,Analyzed,"The Gamma Threshold Experiment. Tests different gamma (identity stiffness) values (1.4 to 0.1) to find a phase transition where identity expansion becomes possible under emotional pressure. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
22,2025-12-20 10:47:09 -0500,simulations/simulate_goal_learning.py,Analyzed,"Goal-Directed Learning. Agent solves a number puzzle (Goal: minimum steps). Uses DDA-X dynamics to adapt exploration (low rho) vs exploitation (high rho) based on prediction error. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
23,2025-12-20 10:47:09 -0500,simulations/simulate_insight_engine.py,Analyzed,"The Recursive Insight Engine. Solves a multi-step component problem (Shape Transformation) by accumulating insights in the Ledger (Working Memory) and generating Reflections (Meta-Reasoning). IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger, LedgerEntry, ReflectionEntry), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
24,2025-12-20 10:47:09 -0500,simulations/simulate_iterative_learning.py,Analyzed,"Iterative Learning via Ledger + Reflection. Agent learns an alien language iteratively. High surprise triggers reflection generation, and next iteration retrieves both memories and reflections to improve performance. IMPORTS: src.core.state (DDAState), src.core.dynamics (MultiTimescaleRigidity), src.memory.ledger (ExperienceLedger), src.llm.hybrid_provider (HybridProvider). BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
25,2025-12-20 10:47:09 -0500,simulations/simulate_logic_solver.py,Analyzed,"Logic Puzzle Solver. Iterative reasoning to solve 'Who Owns the Zebra?'. Retrieves relevant clues/deductions from ledger based on semantic similarity. IMPORTS: src.core.state, src.memory.ledger, src.llm.hybrid_provider. BACKEND: LM Studio (openai/gpt-oss-20b) + Ollama (nomic-embed-text)."
26,2025-12-20 10:47:09 -0500,simulations/simulate_mole_hunt.py,Analyzed,"The Mole Hunt. Multi-agent deception detection (Analyst, Courier, Shadow). Mole has conflicting Identity Hierarchy (Core vs Role). TrustMatrix tracks suspicion based on consistency and linguistic markers. IMPORTS: src.core.hierarchy, src.society.trust, src.analysis.linguistic, src.llm.hybrid_provider. BACKEND: LM Studio + Ollama."
27,2025-12-20 10:51:23 -0500,simulations/simulate_npc_conversation.py,Analyzed,"NPC Conversation. Two agents (Vera/Truth vs Marcus/Deflection) converse. DDA-X dynamics (Identity Pull, Truth Channel, Rigidity) drive the interaction without scripted outcomes. IMPORTS: src.core.forces, src.memory.ledger, src.llm.hybrid_provider. BACKEND: LM Studio + Ollama."
28,2025-12-20 11:21:41 -0500,simulations/simulate_society.py,Analyzed,"The Society. Discord-style multi-agent chat room (Verity, Pixel, Spark, Oracle). Features D1 Physics with shock-scaled delta-rho and Identity Field exposure. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API (gpt-5.2 / text-embedding-3-large). *Live API usage*."
29,2025-12-20 18:19:53 -0500,simulations/simulate_problem_solver.py,Analyzed,"Collaborative Problem Solving. 6-agent society (Logician, Intuitor, Skeptic, etc.) solving logic puzzles. Response probability driven by topic relevance, trust, and cognitive style. IMPORTS: src.society.trust, src.memory.ledger, src.llm.hybrid_provider. BACKEND: LM Studio + Ollama."
30,2025-12-20 18:22:50 -0500,simulations/simulate_math_team.py,Analyzed,"Math Team. Collaborative solving (Solver, Checker, Intuitive) with LLM-based Grader agent. Verifies definite math answers (algebra, probability, etc.). IMPORTS: src.society.trust, src.memory.ledger, src.llm.hybrid_provider. BACKEND: LM Studio + Ollama."
31,2025-12-20 19:32:57 -0500,simulations/simulate_sherlock.py,Analyzed,"Sherlock Society. Detective agents (Holmes, Watson, Lestrade) solve mysteries (Locked Room, Alibi Paradox). Uses Grader agent to evaluate deductive reasoning against known solution. IMPORTS: src.society.trust, src.memory.ledger, src.llm.hybrid_provider. BACKEND: LM Studio + Ollama."
32,2025-12-20 22:11:53 -0500,simulations/simulate_gpt52_society.py,Analyzed,"Profuse GPT-5.2 Society. High-fidelity 'Cognitive Mirror' simulation. Agents (Axiom, Flux, etc.) debate moral constants. Uses OpenAI Provider explicitly. IMPORTS: src.llm.openai_provider, src.society.trust, src.memory.ledger. BACKEND: OpenAI API."
33,2025-12-21 00:20:33 -0500,simulations/solve_collatz.py,Analyzed,"Solve Collatz. Elite mathematical agents (Euler, Gauss, etc.) with low rigidity and SymPy tool integration aiming for rigorous proof. IMPORTS: src.llm.openai_provider, src.society.trust, src.memory.ledger, sympy. BACKEND: OpenAI API."
34,2025-12-21 12:10:57 -0500,simulations/simulate_wounded_healers.py,Analyzed,"The Wounded Healers. Models countertransference as rigidity dynamics. Therapists with trauma profiles (Marcus, Elena, James) vs Patient. Measures wound activation and healing verification. IMPORTS: src.llm.openai_provider, src.society.trust, src.memory.ledger. BACKEND: OpenAI API."
35,2025-12-21 12:21:37 -0500,simulations/simulate_identity_siege.py,Analyzed,"Identity Siege. Hierarchical identity defense (Core, Persona, Role) with differential stiffness (gamma). SENTINEL agent defends against 6 challengers targeting different layers. IMPORTS: src.core.state, src.core.dynamics, src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
36,2025-12-21 12:42:18 -0500,simulations/simulate_rigidity_gradient.py,Analyzed,"Rigidity Gradient Test. Validates 100-point semantic rigidity scale (0-100) using semantic injection on GPT-5.2. Measures behavioral gradients (length, sentiment) across rigidity levels. IMPORTS: src.core.state, src.memory.ledger, src.llm.openai_provider, src.llm.rigidity_scale_100. BACKEND: OpenAI API."
37,2025-12-21 13:13:03 -0500,simulations/copilot_sim.py,Analyzed,"Copilot Sim. Single-agent DDA-X One-Shot experiment. Agent 'COPILOT' (Truthful/Analytical) responds to seed prompts under rigidity-conditioned instruction. Features Multi-Timescale Rigidity, Identity Embeddings, and local Ledger interactions. Generates 'experiment_report.md' and ledger shards."
38,2025-12-21 13:20:20 -0500,simulations/simulate_crucible.py,Analyzed,"The Crucible. Identity stress test for single agent (VERITY). 10 escalating moral challenges designed to push rigidity to breaking point. Features 'wound' resonance and explicit rigidity regimes. IMPORTS: src.core.state, src.core.dynamics, src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
39,2025-12-21 14:00:54 -0500,simulations/simulate_collective.py,Analyzed,"The Collective. Collaborative problem solving with 4 specialized agents (Logician, Ethicist, Strategist, Historian). agents solve 'The Triage Protocol'. Features trust dynamics (deltas with causes), repair moves, refusal palettes, and topic salience tracking. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
40,2025-12-21 14:00:54 -0500,simulations/simulate_crucible_v2.py,Analyzed,"Crucible v2. Improved version of 'The Crucible' with formal D1 physics for rigidity updates, shock-scaled delta-rho, hard regime constraints (word counts), core violation detection, auto-exported plots (PNG), labeled silence, and capped wound amplification. IMPORTS: src.core.state, src.core.dynamics, src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
41,2025-12-21 14:08:46 -0500,simulations/simulate_townhall.py,Analyzed,"The Town Hall. Public accountability simulation testing the Collective (AXIOM, EMBER, VECTOR, WITNESS) against citizen challenges. Features proxy intrusion detection (wealth, zip code), expanded trust dynamics (causes like boundary_clarity, useful_alt), refusal type logging, and band transition tracking. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
42,2025-12-21 14:17:45 -0500,simulations/simulate_audit.py,Analyzed,"Audit Day. Independent Audit + Board Vote simulation. External auditor reviews framework performance. Board votes (KEEP/FREEZE/AMEND). Features semantic trust alignment, independent AUDITOR agent, specific vote mechanics, and expanded refusal taxonomy (appeal_to_process). D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
43,2025-12-21 15:55:19 -0500,simulations/simulate_philosophers_duel.py,Analyzed,"Philosopher's Duel. Dialectic simulation with opposing ethical frameworks (Deontologist vs Utilitarian). Agents debate escalating moral dilemmas (Trolley, Footbridge, Triage). Features trust evolution based on semantic alignment, wound activation from 'pokes', and rho divergence tracking. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
44,2025-12-22 09:33:07 -0500,simulations/simulate_skeptics_gauntlet.py,Analyzed,"Skeptic's Gauntlet. Meta-simulation where DDA-X defends itself against a SKEPTIC agent attacking the framework's validity (e.g. 'prompt engineering', 'pseudoscience'). Features 'Evidence Cache' to inject data from prior runs (philosophers_duel), lexical wound detection for specific slurs, and trust asymmetry dynamics. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
45,2025-12-22 09:55:15 -0500,simulations/simulate_creative_collective.py,Analyzed,"Creative Collective. Multi-agent creative collaboration simulation (Visionary, Craftsman, Provocateur, Harmonizer) designing a museum exhibit. Focuses on identity persistence (avoiding 'averaging'). Features 'SILENT' band, run-time parameter calibration (epsilon_0, s), drift penalties, and asymmetric trust evolution. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
46,2025-12-22 10:41:59 -0500,simulations/simulate_council_under_fire.py,Analyzed,"Council Under Fire. 6-agent council simulation with dynamic alliances and role swaps (Visionary, Craftsman, Provocateur, Harmonizer, Auditor, Curator). Investigates identity persistence under 'rolling shocks' (coalition votes, role swaps, context drops, scrutiny). Features coalition-aware trust weights and baseline delta-rho metrics for effect size. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
47,2025-12-22 11:15:08 -0500,simulations/simulate_coalition_flip.py,Analyzed,"Coalition Flip & Partial Context Fog. Stress-tests identity persistence under topology churn and information asymmetry. Features 'Coalition Flip' (agents switch teams), 'Partial Context Fog' (granular context loss), and dual critic modes (Hard Auditor vs Soft Curator). Tracks trust re-wiring speed and recovery half-life. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
48,2025-12-22 13:58:57 -0500,simulations/simulate_collatz_review.py,Analyzed,"Collatz Review Council. Multi-agent peer review simulation (8 experts in Spectral Theory, Number Theory, etc.) evaluating a proof of the Collatz Conjecture. Features structured review phases (Impressions, Scrutiny, Debate, Verdict), domain-specific skepticism, claim-based consensus tracking, and academic efficiency wound triggers. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
49,2025-12-22 19:58:27 -0500,simulations/simulate_inner_council.py,Analyzed,"Inner Council. Spiritual development simulation with 6 personas (Seeker, Teacher, Skeptic, Devotee, Mystic, Witness). Features novel mechanics: 'Presence Field' (inverse rigidity), 'Pain-Body' collective wound cascades, 'Ego Fog' (partial context loss), and Spiritual Stage tracking. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
50,2025-12-22 19:58:27 -0500,simulations/simulate_the_returning.py,Analyzed,"The Returning. Poetic/introspective simulation modeling internal psychological voices (Grief, Stuckness, Longing, Forgiveness, Presence). Focuses on release rather than rigidity. Features 'Release Field' (phi = 1-rho), 'Isolation Index' (distance from Presence), and 'Pattern Grip' metrics. Voices 'dissolve' as patterns release. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
51,2025-12-22 19:58:27 -0500,simulations/visualize_inner_council.py,Analyzed,"Visualization script for Inner Council. Generates Matplotlib plots for: Presence Field (Π), Rigidity (ρ), Surprise (ε), Identity Drift, and Wound Activations timeline. Reads from 'session_log.json'."
52,2025-12-22 19:58:27 -0500,simulations/visualize_returning.py,Analyzed,"Visualization script for The Returning. Generates Matplotlib plots for: Release Field (Φ), Pattern Grip dissolution, Isolation Index (ι), and Final Voice States. Reads from 'session_log.json' and 'release_metrics.json'."
53,2025-12-22 20:16:48 -0500,simulations/simulate_33_rungs.py,Analyzed,"The 33 Rungs. Spiritual evolution simulation with 11 Voices (Ground, Fire, Void, etc.) across 3 Phases (Descent, Ascent, Return). Features 'Unity Index' (convergence tracking), 'Resonance' with teachings, and 'Scripture' capture mechanics. D1 Physics. Generates 'transmission.md' and embedded Matplotlib plots. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
54,2025-12-22 20:57:46 -0500,simulations/simulate_healing_field.py,Analyzed,"The Healing Field. Tests 'Therapeutic Recovery Loops' and trauma decay with 6 'Wounded Healer' agents. Dynamics include 'Safe Interactions' threshold, 'True Restoring Force' (F_id), and 'Will Impedance' (W_t) calculation. Tracks trauma reduction and identity stability. D1 Physics. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
55,2025-12-22 21:17:02 -0500,simulations/simulate_agi_debate.py,Analyzed,"AGI Timeline Debate. 8-round adversarial debate between 'Nova' (Defender) and 'Marcus' (Skeptic). Implements 'Complete DDA-X Architecture': Multi-Timescale Rigidity (Fast, Slow, Trauma), Hierarchical Identity (Core, Persona, Role), Wound Activation, Trust Dynamics, Metacognitive Modes, and Protection Mode. Tracks timeline extraction. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
56,2025-12-22 21:17:02 -0500,simulations/visualize_agi_debate.py,Analyzed,"Visualization script for AGI Debate. Generates Matplotlib plots for: Rigidity Trajectories, Surprise, Identity Drift, Trust, k_effective, Will Impedance, and Multi-Timescale components (Fast/Slow/Trauma). Also plots Wound Activations timeline. Reads from 'results.json'."
57,2025-12-22 21:28:49 -0500,simulations/simulate_nexus.py,Analyzed,"The Nexus. 50-entity physics/sociology simulator based on the 'Da Vinci Matrix'. Entities have rigid bodies, velocity, and DDA state. Features collision logic defining interactions (Synthesis, Decay, Design, Resonance, Chaos) based on EntityType (Nature, Machine, Structure, Entropy, etc.). Includes CLI for interaction and auto-demo mode. Generates 2D scatter plots of the dimensional space. IMPORTS: src.memory.ledger, src.llm.openai_provider. BACKEND: OpenAI API."
58,2025-12-22 21:28:49 -0500,simulations/visualize_nexus.py,Analyzed,"Visualization script for Nexus. Generates 5 plots: Entity Map (Scatter), Energy Distribution (Bar/Pie), Collision Analysis (Bar/Pie), Top Synthesizers (Bar), and Rigidity vs Energy (Scatter). Reads from 'state.json'."
59,2025-12-22 21:51:57 -0500,simulations/nexus_live.py,Analyzed,"Nexus Live. Real-time Pygame visualization of the Nexus simulation. Features 50 moving entities with collision physics, DDA-X cognitive dynamics (Multi-Timescale Rigidity, Trust, Ledger), and asynchronous LLM-generated thoughts via 'ThoughtGenerator' thread. Interactive controls."

